Name,Year,Population 0-14,Population 15-64,Population 65+,Population,Births,Deaths,Migrations,E.Migration
Bermuda,2023,11941.0,44748.0,15887.0,72576,796.0,668.0,104.0,7.0
Canada,1991,5819400.0,19087500.0,3211000.0,28117900,411910.0,218888.0,231210.0,27621092.0
Canada,1992,5898058.0,19333485.0,3313349.0,28544892,398642.0,196535.0,227646.0,-2761.0
Canada,1993,5958847.0,19571416.0,3423073.0,28953336,388394.0,204912.0,203652.0,21310.0
Canada,1994,5999551.0,19809379.0,3521880.0,29330810,385112.0,211535.0,194237.0,9660.0
Canada,1995,6020801.0,20046727.0,3623001.0,29690529,378011.0,210733.0,184346.0,8095.0
Canada,1996,6026537.0,20277316.0,3722471.0,30026324,375680.0,212859.0,157145.0,15829.0
Canada,1997,5998215.0,20493326.0,3814061.0,30305602,327765.0,215640.0,126465.0,40688.0
Canada,1998,5949319.0,20705196.0,3897145.0,30551660,342343.0,218089.0,129272.0,-7468.0
Canada,1999,5906491.0,20940556.0,3973209.0,30820256,337968.0,219529.0,165229.0,-15072.0
Canada,2000,5855431.0,21189689.0,4054440.0,31099560,327765.0,218055.0,165229.0,4365.0
Canada,2001,5801310.0,21436797.0,4138628.0,31376735,333717.0,219535.0,165229.0,-2236.0
Canada,2002,5751599.0,21672800.0,4216562.0,31640961,328784.0,223600.0,143858.0,15184.0
Canada,2003,5703315.0,21889422.0,4296571.0,31889308,335138.0,226169.0,138685.0,693.0
Canada,2004,5647581.0,22104024.0,4383156.0,32134761,336936.0,226584.0,132901.0,2200.0
Canada,2005,5579734.0,22336066.0,4474771.0,32390571,342176.0,230132.0,156323.0,-12557.0
Canada,2006,5526085.0,22569697.0,4578298.0,32674080,354617.0,238617.0,182650.0,-15141.0
Canada,2007,5510427.0,22812612.0,4682912.0,33005951,367864.0,235217.0,232446.0,-33222.0
Canada,2008,5543003.0,23051407.0,4798633.0,33393043,377886.0,238617.0,269822.0,-21999.0
Canada,2009,5588040.0,23295182.0,4919351.0,33802573,380863.0,240612.0,269718.0,-439.0
Canada,2010,5630622.0,23525829.0,5044432.0,34200883,375694.0,242607.0,253564.0,11659.0
Canada,2011,5665825.0,23728176.0,5187268.0,34581269,370362.0,244601.0,248360.0,6265.0
Canada,2012,5710374.0,23874122.0,5389993.0,34974489,381869.0,246596.0,277045.0,-19098.0
Canada,2013,5758389.0,24024453.0,5603960.0,35386802,380323.0,252338.0,284323.0,5.0
Canada,2014,5789499.0,24144011.0,5815381.0,35748891,384100.0,258821.0,186591.0,50219.0
Canada,2015,5823836.0,24218510.0,6027457.0,36069803,382392.0,264333.0,211895.0,-9042.0
Canada,2016,5866624.0,24292888.0,6245292.0,36404804,383102.0,269411.0,226358.0,-5048.0
Canada,2017,5904207.0,24361898.0,6465834.0,36731939,376291.0,277772.0,215703.0,12913.0
Canada,2018,5933065.0,24423245.0,6687661.0,37043971,379358.0,286101.0,216585.0,2190.0
Canada,2019,5961231.0,24473897.0,6915237.0,37350365,382681.0,294346.0,214609.0,3450.0
Canada,2020,5990264.0,24507737.0,7151602.0,37649603,385471.0,302574.0,212635.0,3706.0
Canada,2021,6013110.0,24542607.0,7387514.0,37943231,387543.0,306480.0,210660.0,1905.0
Canada,2022,6024174.0,24569162.0,7639257.0,38232593,388802.0,310484.0,208685.0,2359.0
Canada,2023,6027641.0,24591249.0,7897846.0,38516736,389212.0,314637.0,206711.0,2857.0
Cayman Islands,1991,6196.0,19589.0,1729.0,27514,500.0,127.0,682.0,-38490277.0
Cayman Islands,1992,6463.0,20400.0,1812.0,28675,520.0,128.0,875.0,-106.0
Cayman Islands,1993,6765.0,21335.0,1906.0,30006,527.0,133.0,1001.0,-64.0
Cayman Islands,1994,7052.0,22243.0,2004.0,31299,531.0,149.0,808.0,103.0
Cayman Islands,1995,7303.0,23085.0,2100.0,32488,534.0,154.0,808.0,1.0
Cayman Islands,1996,7548.0,23924.0,2203.0,33675,536.0,158.0,808.0,1.0
Cayman Islands,1997,7777.0,24763.0,2320.0,34860,538.0,162.0,808.0,1.0
Cayman Islands,1998,8003.0,25595.0,2444.0,36042,540.0,167.0,808.0,1.0
Cayman Islands,1999,8219.0,26429.0,2574.0,37222,543.0,172.0,808.0,1.0
Cayman Islands,2000,8435.0,27244.0,2721.0,38400,546.0,177.0,808.0,1.0
Cayman Islands,2001,8646.0,28049.0,2881.0,39576,550.0,183.0,808.0,1.0
Cayman Islands,2002,8852.0,28850.0,3048.0,40750,554.0,189.0,808.0,1.0
Cayman Islands,2003,9055.0,29641.0,3227.0,41923,559.0,195.0,808.0,1.0
Cayman Islands,2004,9212.0,30473.0,3409.0,43094,565.0,203.0,808.0,1.0
Cayman Islands,2005,9304.0,31361.0,3599.0,44264,572.0,209.0,808.0,-1.0
Cayman Islands,2006,9389.0,32243.0,3803.0,45435,579.0,217.0,808.0,1.0
Cayman Islands,2007,9462.0,33128.0,4016.0,46606,587.0,225.0,808.0,1.0
Cayman Islands,2008,9511.0,34021.0,4243.0,47775,595.0,233.0,808.0,-1.0
Cayman Islands,2009,9584.0,34870.0,4492.0,48946,605.0,241.0,808.0,-1.0
Cayman Islands,2010,9660.0,35708.0,4751.0,50119,617.0,249.0,808.0,-3.0
Cayman Islands,2011,9749.0,36516.0,5031.0,51296,629.0,259.0,808.0,-1.0
Cayman Islands,2012,9849.0,37291.0,5335.0,52475,641.0,268.0,808.0,-2.0
Cayman Islands,2013,9956.0,38029.0,5672.0,53657,653.0,278.0,808.0,-1.0
Cayman Islands,2014,10077.0,38726.0,6038.0,54841,666.0,288.0,808.0,-2.0
Cayman Islands,2015,10205.0,39386.0,6436.0,56027,678.0,300.0,808.0,0.0
Cayman Islands,2016,10339.0,40010.0,6865.0,57214,690.0,310.0,808.0,-1.0
Cayman Islands,2017,10485.0,40587.0,7329.0,58401,701.0,323.0,808.0,1.0
Cayman Islands,2018,10633.0,41139.0,7815.0,59587,712.0,336.0,808.0,2.0
Cayman Islands,2019,10793.0,41666.0,8311.0,60770,723.0,348.0,808.0,0.0
Cayman Islands,2020,10950.0,42166.0,8836.0,61952,733.0,361.0,808.0,2.0
Cayman Islands,2021,11112.0,42649.0,9370.0,63131,743.0,372.0,808.0,0.0
Cayman Islands,2022,11275.0,43102.0,9932.0,64309,752.0,384.0,808.0,2.0
Cayman Islands,2023,11445.0,43532.0,10506.0,65483,761.0,397.0,808.0,2.0
Chile,1991,3953362.0,8490630.0,806602.0,13250594,299456.0,76531.0,17999.0,12944187.0
Chile,1992,4011830.0,8643897.0,833356.0,13489083,293787.0,75731.0,17998.0,2435.0
Chile,1993,4069808.0,8788156.0,864394.0,13722358,290438.0,77940.0,17997.0,2780.0
Chile,1994,4126831.0,8925865.0,899448.0,13952144,288175.0,77094.0,17997.0,708.0
Chile,1995,4174623.0,9062083.0,935827.0,14172533,279928.0,80231.0,12001.0,8691.0
Chile,1996,4204385.0,9209257.0,969686.0,14383328,278729.0,80837.0,12001.0,902.0
Chile,1997,4210988.0,9379371.0,1000656.0,14591015,273641.0,80161.0,12001.0,2206.0
Chile,1998,4210585.0,9555258.0,1028239.0,14794082,270637.0,81985.0,12000.0,2415.0
Chile,1999,4207601.0,9729972.0,1052897.0,14990470,263867.0,83743.0,12000.0,4264.0
Chile,2000,4196014.0,9900029.0,1078529.0,15174572,248893.0,78814.0,6000.0,8023.0
Chile,2001,4174809.0,10065492.0,1107432.0,15347733,246116.0,81873.0,6000.0,2918.0
Chile,2002,4144193.0,10230895.0,1139718.0,15514806,238981.0,81079.0,6000.0,3171.0
Chile,2003,4096335.0,10402759.0,1176070.0,15675164,234486.0,83672.0,6000.0,3544.0
Chile,2004,4032039.0,10581228.0,1215412.0,15828679,230352.0,86136.0,6000.0,3299.0
Chile,2005,3960464.0,10761142.0,1257545.0,15979151,230831.0,86102.0,6000.0,-257.0
Chile,2006,3891366.0,10936153.0,1302868.0,16130387,231383.0,85639.0,6000.0,-508.0
Chile,2007,3833213.0,11101281.0,1348550.0,16283044,240569.0,93000.0,6000.0,-912.0
Chile,2008,3786859.0,11258470.0,1395706.0,16441035,246581.0,90168.0,6000.0,-4422.0
Chile,2009,3745682.0,11409728.0,1446622.0,16602032,245815.0,92233.0,6000.0,1415.0
Chile,2010,3708676.0,11552553.0,1498958.0,16760187,245042.0,94314.0,6000.0,1427.0
Chile,2011,3675467.0,11687095.0,1552903.0,16915465,244247.0,96420.0,6000.0,1451.0
Chile,2012,3644432.0,11814744.0,1608624.0,17067800,243387.0,98544.0,6000.0,1492.0
Chile,2013,3616548.0,11934245.0,1666403.0,17217196,242631.0,100683.0,6000.0,1448.0
Chile,2014,3592843.0,12044470.0,1726447.0,17363760,242020.0,102841.0,6000.0,1385.0
Chile,2015,3579069.0,12139410.0,1789003.0,17507482,241290.0,105026.0,6000.0,1458.0
Chile,2016,3573369.0,12220752.0,1854386.0,17648507,241041.0,107255.0,6000.0,1239.0
Chile,2017,3571958.0,12292088.0,1922745.0,17786791,240321.0,109539.0,6000.0,1502.0
Chile,2018,3575502.0,12352493.0,1993983.0,17921978,239473.0,111881.0,6000.0,1595.0
Chile,2019,3582529.0,12402827.0,2068578.0,18053934,238603.0,114281.0,6000.0,1634.0
Chile,2020,3590416.0,12444154.0,2147916.0,18182486,237522.0,116740.0,6000.0,1770.0
Chile,2021,3596696.0,12477393.0,2233836.0,18307925,236504.0,118409.0,6000.0,1344.0
Chile,2022,3596885.0,12506000.0,2327523.0,18430408,235023.0,120152.0,6000.0,1612.0
Chile,2023,3587938.0,12532640.0,2428879.0,18549457,233204.0,121976.0,6000.0,1821.0
Croatia,1991,908711.0,3074289.0,557641.0,4540641,51829.0,58197.0,-48004.0,-13954444.0
Croatia,1992,882995.0,3043326.0,564361.0,4490682,46970.0,58159.0,-34357.0,-4413.0
Croatia,1993,865447.0,3038877.0,574046.0,4478370,48535.0,57088.0,29476.0,-33235.0
Croatia,1994,855733.0,3054038.0,589503.0,4499274,48584.0,54949.0,27250.0,19.0
Croatia,1995,834428.0,3043552.0,602956.0,4480936,50182.0,55499.0,-52245.0,39224.0
Croatia,1996,812554.0,3017036.0,615873.0,4445463,53811.0,53122.0,-14071.0,-22091.0
Croatia,1997,798084.0,2998835.0,627617.0,4424536,55501.0,53240.0,-30732.0,7544.0
Croatia,1998,781600.0,2979852.0,638176.0,4399628,47068.0,52311.0,-16102.0,-3563.0
Croatia,1999,765807.0,2969849.0,652160.0,4387816,45179.0,51953.0,4495.0,-9533.0
Croatia,2000,753258.0,2968802.0,668203.0,4390263,43746.0,50246.0,13674.0,-4727.0
Croatia,2001,748688.0,2982988.0,686867.0,4418543,40993.0,49552.0,57945.0,-21106.0
Croatia,2002,741766.0,2996545.0,703987.0,4442298,40094.0,50569.0,8598.0,25632.0
Croatia,2003,727341.0,2999607.0,713919.0,4440867,39668.0,52575.0,11921.0,-445.0
Croatia,2004,715164.0,3004408.0,721863.0,4441435,40307.0,49756.0,11571.0,-1554.0
Croatia,2005,705405.0,3007256.0,729296.0,4441957,42492.0,51790.0,8218.0,1602.0
Croatia,2006,695940.0,3009715.0,734939.0,4440594,41446.0,50378.0,7286.0,283.0
Croatia,2007,689471.0,3008799.0,739083.0,4437353,41910.0,52367.0,5620.0,1596.0
Croatia,2008,684770.0,3009167.0,740325.0,4434262,43753.0,52151.0,7053.0,-1746.0
Croatia,2009,680202.0,3011399.0,737334.0,4428935,44577.0,52414.0,-1472.0,3982.0
Croatia,2010,673924.0,3012826.0,730725.0,4417475,43361.0,52096.0,-4875.0,2150.0
Croatia,2011,662504.0,3012952.0,728220.0,4403676,41197.0,51019.0,-4165.0,188.0
Croatia,2012,648122.0,3001471.0,740161.0,4389754,41771.0,51710.0,-3918.0,-65.0
Croatia,2013,635504.0,2986541.0,753115.0,4375160,39939.0,50386.0,-4884.0,737.0
Croatia,2014,626444.0,2959402.0,770902.0,4356748,39566.0,50839.0,-10220.0,3081.0
Croatia,2015,618900.0,2924122.0,792263.0,4335285,39144.0,51370.0,-9206.0,-31.0
Croatia,2016,613403.0,2889016.0,811492.0,4313911,38791.0,51913.0,-8193.0,-59.0
Croatia,2017,610136.0,2853500.0,829031.0,4292667,38410.0,52402.0,-7180.0,-72.0
Croatia,2018,607379.0,2813574.0,850590.0,4271543,37961.0,52871.0,-6166.0,-48.0
Croatia,2019,604257.0,2776412.0,869836.0,4250505,37447.0,53295.0,-5153.0,-37.0
Croatia,2020,599600.0,2738812.0,891173.0,4229585,36946.0,53646.0,-4139.0,-81.0
Croatia,2021,594261.0,2703998.0,910714.0,4208973,36549.0,53808.0,-3126.0,-227.0
Croatia,2022,589139.0,2671158.0,928556.0,4188853,36215.0,53959.0,-2112.0,-264.0
Croatia,2023,582740.0,2642831.0,943668.0,4169239,35841.0,54114.0,-1099.0,-242.0
Cyprus,1991,197320.0,496429.0,72482.0,766231,14151.0,6317.0,14152.0,-3424994.0
Cyprus,1992,202684.0,512752.0,73038.0,788474,15473.0,6464.0,13642.0,-408.0
Cyprus,1993,207314.0,528624.0,73822.0,809760,14437.0,6035.0,11694.0,1190.0
Cyprus,1994,210372.0,543991.0,74846.0,829209,14428.0,6174.0,10745.0,450.0
Cyprus,1995,212138.0,559285.0,75922.0,847345,13893.0,6191.0,9795.0,639.0
Cyprus,1996,212625.0,574579.0,77095.0,864299,13743.0,6222.0,9146.0,287.0
Cyprus,1997,211922.0,589646.0,78285.0,879853,12444.0,6446.0,8728.0,828.0
Cyprus,1998,210486.0,603851.0,79397.0,893734,11862.0,6714.0,8210.0,523.0
Cyprus,1999,208310.0,617907.0,80658.0,906875,11352.0,6365.0,8294.0,-140.0
Cyprus,2000,205910.0,631672.0,82098.0,919680,11252.0,6665.0,8136.0,82.0
Cyprus,2001,203374.0,645464.0,83794.0,932632,10858.0,6154.0,8908.0,-660.0
Cyprus,2002,200704.0,660311.0,85799.0,946814,10512.0,6513.0,11226.0,-1043.0
Cyprus,2003,198323.0,678379.0,87951.0,964653,10769.0,6567.0,16765.0,-3128.0
Cyprus,2004,196471.0,700307.0,90414.0,987192,11049.0,6615.0,20230.0,-2125.0
Cyprus,2005,194506.0,723115.0,93121.0,1010742,10869.0,6841.0,19004.0,518.0
Cyprus,2006,192018.0,742869.0,96145.0,1031032,11412.0,6571.0,13341.0,2108.0
Cyprus,2007,188985.0,760344.0,99582.0,1048911,11711.0,6682.0,13225.0,-375.0
Cyprus,2008,186089.0,777372.0,103369.0,1066830,11995.0,6798.0,13113.0,-391.0
Cyprus,2009,183955.0,793321.0,107500.0,1084776,12274.0,6922.0,12997.0,-403.0
Cyprus,2010,182316.0,808484.0,111926.0,1102726,12537.0,7052.0,12883.0,-418.0
Cyprus,2011,181228.0,822779.0,116560.0,1120567,12780.0,7190.0,12560.0,-309.0
Cyprus,2012,181027.0,835810.0,121346.0,1138183,13009.0,7335.0,12239.0,-297.0
Cyprus,2013,181912.0,847378.0,126266.0,1155556,13221.0,7487.0,11916.0,-277.0
Cyprus,2014,183453.0,857864.0,131336.0,1172653,13402.0,7643.0,11595.0,-257.0
Cyprus,2015,185406.0,867511.0,136524.0,1189441,13554.0,7807.0,11272.0,-231.0
Cyprus,2016,187664.0,876384.0,141830.0,1205878,13671.0,7977.0,10951.0,-208.0
Cyprus,2017,190363.0,884302.0,147264.0,1221929,13764.0,8152.0,10628.0,-189.0
Cyprus,2018,193174.0,891629.0,152757.0,1237560,13830.0,8332.0,10306.0,-173.0
Cyprus,2019,195800.0,898628.0,158297.0,1252725,13846.0,8519.0,9984.0,-146.0
Cyprus,2020,198435.0,904960.0,163981.0,1267376,13830.0,8711.0,9662.0,-130.0
Cyprus,2021,200899.0,910630.0,169977.0,1281506,13783.0,8847.0,9340.0,-146.0
Cyprus,2022,202875.0,915832.0,176395.0,1295102,13694.0,8992.0,9018.0,-124.0
Cyprus,2023,204465.0,920358.0,183297.0,1308120,13571.0,9144.0,8696.0,-105.0
Denmark,1991,874298.0,3477036.0,803018.0,5154352,64358.0,59581.0,10937.0,3830518.0
Denmark,1992,878549.0,3489104.0,803740.0,5171393,67726.0,60821.0,11463.0,-1327.0
Denmark,1993,885690.0,3500361.0,802335.0,5188386,67369.0,62809.0,11057.0,1376.0
Denmark,1994,894880.0,3510750.0,799973.0,5205603,69666.0,61099.0,10250.0,-1600.0
Denmark,1995,910170.0,3525216.0,797226.0,5232612,69771.0,63127.0,28556.0,-8191.0
Denmark,1996,928061.0,3539664.0,794350.0,5262075,67638.0,61043.0,17133.0,5735.0
Denmark,1997,944167.0,3547117.0,792379.0,5283663,67636.0,59898.0,11711.0,2139.0
Denmark,1998,959519.0,3552085.0,791163.0,5302767,66170.0,58442.0,11033.0,343.0
Denmark,1999,974012.0,3555502.0,790620.0,5320134,66232.0,59156.0,8896.0,1395.0
Denmark,2000,987496.0,3558718.0,791202.0,5337416,67081.0,57986.0,9498.0,-1311.0
Denmark,2001,999560.0,3563405.0,793306.0,5356271,65450.0,58338.0,12004.0,-261.0
Denmark,2002,1008764.0,3567866.0,796581.0,5373211,64075.0,58610.0,9297.0,2178.0
Denmark,2003,1014652.0,3571069.0,801527.0,5387248,64599.0,57574.0,6288.0,724.0
Denmark,2004,1017107.0,3574912.0,808708.0,5400727,64609.0,55806.0,4843.0,-167.0
Denmark,2005,1016372.0,3581189.0,817944.0,5415505,64282.0,54962.0,6589.0,-1131.0
Denmark,2006,1014364.0,3589787.0,829044.0,5433195,64984.0,55477.0,9964.0,-1781.0
Denmark,2007,1011487.0,3602660.0,844053.0,5458200,64082.0,55604.0,22061.0,-5534.0
Denmark,2008,1008446.0,3618576.0,864466.0,5491488,65038.0,54591.0,25591.0,-2750.0
Denmark,2009,1004069.0,3628251.0,889387.0,5521707,62818.0,54872.0,16455.0,5818.0
Denmark,2010,997455.0,3630996.0,918529.0,5546980,63411.0,54368.0,17103.0,-873.0
Denmark,2011,990084.0,3629278.0,951101.0,5570463,58998.0,52516.0,14340.0,2661.0
Denmark,2012,981463.0,3626650.0,984359.0,5592472,57916.0,52325.0,17605.0,-1187.0
Denmark,2013,972525.0,3630905.0,1013742.0,5617172,55873.0,52471.0,22802.0,-1504.0
Denmark,2014,964995.0,3642595.0,1039617.0,5647207,56870.0,51340.0,28337.0,-3832.0
Denmark,2015,960538.0,3664223.0,1063471.0,5688232,58205.0,52555.0,42532.0,-7157.0
Denmark,2016,959571.0,3688153.0,1085637.0,5733361,61614.0,52824.0,33287.0,3052.0
Denmark,2017,960885.0,3705904.0,1106615.0,5773404,62494.0,53486.0,29000.0,2035.0
Denmark,2018,962410.0,3719259.0,1127706.0,5809375,63406.0,54186.0,24714.0,2037.0
Denmark,2019,963297.0,3729814.0,1148134.0,5841245,64299.0,54920.0,20426.0,2065.0
Denmark,2020,963865.0,3737291.0,1167771.0,5868927,65116.0,55698.0,16140.0,2124.0
Denmark,2021,964133.0,3742813.0,1187741.0,5894687,65826.0,56003.0,16140.0,-203.0
Denmark,2022,964828.0,3748404.0,1207535.0,5920767,66432.0,56373.0,16140.0,-119.0
Denmark,2023,965863.0,3754404.0,1226717.0,5946984,66906.0,56810.0,16140.0,-19.0
Estonia,1991,345783.0,1028551.0,185213.0,1559547,19413.0,19715.0,-13518.0,-4373617.0
Estonia,1992,334014.0,1007148.0,187553.0,1528715,18038.0,20126.0,-45757.0,17013.0
Estonia,1993,320177.0,981460.0,189789.0,1491426,15253.0,21286.0,-20700.0,-10556.0
Estonia,1994,310167.0,965244.0,192124.0,1467535,14176.0,22212.0,-13011.0,-2844.0
Estonia,1995,300623.0,951265.0,194621.0,1446509,13509.0,20828.0,-13685.0,-22.0
Estonia,1996,290905.0,939223.0,197699.0,1427827,13242.0,19020.0,-10580.0,-2324.0
Estonia,1997,281501.0,930762.0,201088.0,1413351,12577.0,18572.0,-6597.0,-1884.0
Estonia,1998,271748.0,925640.0,203584.0,1400972,12167.0,19445.0,-4888.0,-213.0
Estonia,1999,261691.0,923206.0,204859.0,1389756,12425.0,18447.0,-4242.0,-952.0
Estonia,2000,251751.0,921317.0,206603.0,1379671,13067.0,18403.0,-4570.0,-179.0
Estonia,2001,241653.0,918732.0,209014.0,1369399,12632.0,18516.0,-4755.0,367.0
Estonia,2002,231273.0,915586.0,212401.0,1359260,13001.0,18355.0,-4284.0,-501.0
Estonia,2003,220632.0,912503.0,216348.0,1349483,13036.0,18025.0,-4927.0,139.0
Estonia,2004,210851.0,909459.0,220044.0,1340354,13992.0,17685.0,-4651.0,-785.0
Estonia,2005,202920.0,905708.0,223074.0,1331702,14350.0,17316.0,-5995.0,309.0
Estonia,2006,197539.0,898956.0,226449.0,1322944,14877.0,17316.0,-6114.0,-205.0
Estonia,2007,194929.0,891988.0,229201.0,1316118,15775.0,17409.0,-3464.0,-1728.0
Estonia,2008,194477.0,887848.0,229142.0,1311467,16028.0,16675.0,-3556.0,-448.0
Estonia,2009,195696.0,883559.0,228154.0,1307409,15763.0,16081.0,-3595.0,-145.0
Estonia,2010,197436.0,877965.0,227416.0,1302817,15825.0,15790.0,-5305.0,678.0
Estonia,2011,199009.0,869859.0,228368.0,1297236,14679.0,15244.0,-5326.0,310.0
Estonia,2012,199617.0,857952.0,231299.0,1288868,14056.0,15450.0,-9450.0,2476.0
Estonia,2013,200392.0,844814.0,234520.0,1279726,13811.0,15583.0,-5670.0,-1700.0
Estonia,2014,201588.0,832574.0,238231.0,1272393,13571.0,15698.0,-5099.0,-107.0
Estonia,2015,202332.0,821192.0,241731.0,1265255,13303.0,15793.0,-4559.0,-89.0
Estonia,2016,202818.0,810669.0,244785.0,1258272,12999.0,15866.0,-4050.0,-66.0
Estonia,2017,203077.0,800138.0,248007.0,1251222,12657.0,15918.0,-3923.0,134.0
Estonia,2018,202808.0,790264.0,250818.0,1243890,12279.0,15959.0,-3800.0,148.0
Estonia,2019,201646.0,780854.0,253753.0,1236253,11872.0,15980.0,-3685.0,156.0
Estonia,2020,199422.0,771678.0,257196.0,1228296,11448.0,15991.0,-3577.0,163.0
Estonia,2021,196347.0,763187.0,260508.0,1220042,11016.0,15929.0,-3476.0,135.0
Estonia,2022,192184.0,755772.0,263568.0,1211524,10596.0,15865.0,-3379.0,130.0
Estonia,2023,187116.0,748979.0,266667.0,1202762,10199.0,15789.0,-3287.0,115.0
Finland,1991,964907.0,3370006.0,678873.0,5013786,65395.0,49294.0,13018.0,3781905.0
Finland,1992,966827.0,3384321.0,689891.0,5041039,66731.0,49844.0,8498.0,1868.0
Finland,1993,969340.0,3395052.0,700454.0,5064846,64826.0,50988.0,8390.0,1579.0
Finland,1994,971226.0,3402250.0,712568.0,5086044,65231.0,48000.0,2937.0,1030.0
Finland,1995,971615.0,3407498.0,725541.0,5104654,63067.0,49280.0,3264.0,1559.0
Finland,1996,969553.0,3413697.0,737060.0,5120310,60723.0,49167.0,2705.0,1395.0
Finland,1997,964076.0,3423376.0,746954.0,5134406,59329.0,49108.0,3712.0,163.0
Finland,1998,955118.0,3437102.0,754763.0,5146983,57108.0,49262.0,3375.0,1356.0
Finland,1999,945733.0,3450311.0,762053.0,5158097,57574.0,49345.0,2778.0,107.0
Finland,2000,938157.0,3459295.0,771143.0,5168595,56742.0,49339.0,2585.0,510.0
Finland,2001,932632.0,3466410.0,781267.0,5180309,56189.0,48550.0,5801.0,-1726.0
Finland,2002,928173.0,3472499.0,792036.0,5192708,55555.0,49418.0,5222.0,1040.0
Finland,2003,922425.0,3477873.0,804784.0,5205082,56630.0,48996.0,5755.0,-1015.0
Finland,2004,916224.0,3482992.0,820977.0,5220193,57758.0,47600.0,6677.0,-1724.0
Finland,2005,909673.0,3493555.0,834783.0,5238011,57745.0,47928.0,8986.0,-985.0
Finland,2006,903033.0,3501339.0,853600.0,5257972,58840.0,48065.0,10344.0,-1158.0
Finland,2007,896902.0,3512650.0,870599.0,5280151,58729.0,49077.0,13586.0,-1059.0
Finland,2008,891885.0,3530461.0,882370.0,5304716,59530.0,49094.0,15457.0,-1328.0
Finland,2009,888849.0,3541205.0,900156.0,5330210,60430.0,49883.0,14548.0,399.0
Finland,2010,887165.0,3542587.0,924917.0,5354669,60980.0,50887.0,13731.0,635.0
Finland,2011,887605.0,3532750.0,959324.0,5379679,59961.0,50585.0,16821.0,-1187.0
Finland,2012,889585.0,3517810.0,997992.0,5405387,59493.0,51707.0,17433.0,489.0
Finland,2013,892527.0,3501329.0,1036495.0,5430351,58134.0,51472.0,18048.0,254.0
Finland,2014,895670.0,3485397.0,1073398.0,5454465,58456.0,52444.0,17508.0,594.0
Finland,2015,898895.0,3471542.0,1106934.0,5477371,58704.0,53376.0,16966.0,612.0
Finland,2016,902655.0,3459744.0,1136623.0,5499022,58852.0,54269.0,16426.0,642.0
Finland,2017,906758.0,3447838.0,1164776.0,5519372,58922.0,55116.0,15885.0,659.0
Finland,2018,910381.0,3436298.0,1191721.0,5538400,58947.0,55925.0,15345.0,661.0
Finland,2019,912617.0,3426837.0,1216627.0,5556081,58918.0,56726.0,14803.0,686.0
Finland,2020,913956.0,3417762.0,1240637.0,5572355,58815.0,57526.0,14263.0,722.0
Finland,2021,914343.0,3409129.0,1263970.0,5587442,58628.0,57727.0,13722.0,464.0
Finland,2022,913773.0,3401677.0,1286097.0,5601547,58359.0,57954.0,13181.0,519.0
Finland,2023,912326.0,3397091.0,1305154.0,5614571,58016.0,58196.0,12640.0,564.0
France,1991,11901615.0,38513171.0,8226329.0,58641115,796111.0,533444.0,92120.0,52671757.0
France,1992,11932448.0,38662914.0,8396102.0,58991464,780949.0,530449.0,95408.0,4441.0
France,1993,11930732.0,38812282.0,8563057.0,59306071,749313.0,541408.0,75405.0,31297.0
France,1994,11903600.0,38950832.0,8731090.0,59585522,749422.0,529228.0,55401.0,3856.0
France,1995,11851700.0,39100583.0,8907578.0,59859861,768679.0,541004.0,45407.0,1257.0
France,1996,11789491.0,39262714.0,9078744.0,60130949,773976.0,545289.0,40406.0,1995.0
France,1997,11731962.0,39427413.0,9241331.0,60400706,766832.0,539956.0,43549.0,-668.0
France,1998,11707366.0,39578312.0,9391825.0,60677503,778383.0,543765.0,48554.0,-6375.0
France,1999,11712922.0,39726703.0,9528132.0,60967757,785263.0,551482.0,63550.0,-7077.0
France,2000,11727542.0,39902402.0,9656784.0,61286728,815365.0,548304.0,73550.0,-21640.0
France,2001,11748149.0,40107769.0,9780571.0,61636489,811560.0,541201.0,88554.0,-9152.0
France,2002,11765472.0,40326552.0,9901618.0,61993642,802238.0,545399.0,98558.0,1756.0
France,2003,11782380.0,40549495.0,10009762.0,62341637,802133.0,560367.0,98829.0,7400.0
France,2004,11807507.0,40767611.0,10132987.0,62708105,808448.0,519938.0,103832.0,-25874.0
France,2005,11836115.0,41000051.0,10253423.0,63089589,814958.0,538170.0,93836.0,10860.0
France,2006,11874422.0,41270613.0,10341954.0,63486989,837497.0,527186.0,113865.0,-26776.0
France,2007,11924107.0,41515066.0,10444051.0,63883224,826616.0,531919.0,73599.0,27939.0
France,2008,11991871.0,41679999.0,10578973.0,64250843,836263.0,543170.0,73847.0,679.0
France,2009,12078065.0,41802912.0,10729761.0,64610738,833282.0,549283.0,68851.0,7045.0
France,2010,12156556.0,41926547.0,10888729.0,64971832,841781.0,546296.0,73855.0,-8246.0
France,2011,12217241.0,41962066.0,11133789.0,65313096,832340.0,546230.0,27077.0,28077.0
France,2012,12272832.0,41887390.0,11473972.0,65634194,829451.0,570804.0,70365.0,-7914.0
France,2013,12327799.0,41812752.0,11832293.0,65972844,820623.0,570130.0,97795.0,-9638.0
France,2014,12364145.0,41733523.0,12195464.0,66293132,820029.0,558878.0,31135.0,28002.0
France,2015,12365692.0,41650107.0,12545436.0,66561235,799160.0,593799.0,38559.0,24183.0
France,2016,12339765.0,41601623.0,12868403.0,66809791,783517.0,593265.0,62943.0,-4639.0
