Year,Name,Population 0-14,Population 15-64,Population 65+,Births,Deaths,Migrations
1995-01-01,Cayman Islands,7303.0,23085.0,2100.0,536.0,158.0,809.0
1996-01-01,Cayman Islands,7548.0,23924.0,2203.0,538.0,162.0,809.0
1997-01-01,Cayman Islands,7777.0,24763.0,2320.0,540.0,167.0,809.0
1998-01-01,Cayman Islands,8003.0,25595.0,2444.0,543.0,172.0,809.0
1999-01-01,Cayman Islands,8219.0,26429.0,2574.0,546.0,177.0,809.0
2000-01-01,Cayman Islands,8435.0,27244.0,2721.0,550.0,183.0,809.0
2001-01-01,Cayman Islands,8646.0,28049.0,2881.0,554.0,189.0,809.0
2002-01-01,Cayman Islands,8852.0,28850.0,3048.0,559.0,195.0,809.0
2003-01-01,Cayman Islands,9055.0,29641.0,3227.0,565.0,203.0,809.0
2004-01-01,Cayman Islands,9212.0,30473.0,3409.0,572.0,209.0,807.0
2005-01-01,Cayman Islands,9304.0,31361.0,3599.0,579.0,217.0,809.0
2006-01-01,Cayman Islands,9389.0,32243.0,3803.0,587.0,225.0,809.0
2007-01-01,Cayman Islands,9462.0,33128.0,4016.0,595.0,233.0,807.0
2008-01-01,Cayman Islands,9511.0,34021.0,4243.0,605.0,241.0,807.0
2009-01-01,Cayman Islands,9584.0,34870.0,4492.0,617.0,249.0,805.0
2010-01-01,Cayman Islands,9660.0,35708.0,4751.0,629.0,259.0,807.0
2011-01-01,Cayman Islands,9749.0,36516.0,5031.0,641.0,268.0,806.0
2012-01-01,Cayman Islands,9849.0,37291.0,5335.0,653.0,278.0,807.0
2013-01-01,Cayman Islands,9956.0,38029.0,5672.0,666.0,288.0,806.0
2014-01-01,Cayman Islands,10077.0,38726.0,6038.0,678.0,300.0,808.0
2015-01-01,Cayman Islands,10205.0,39386.0,6436.0,690.0,310.0,807.0
2016-01-01,Cayman Islands,10339.0,40010.0,6865.0,701.0,323.0,809.0
2017-01-01,Cayman Islands,10485.0,40587.0,7329.0,712.0,336.0,810.0
2018-01-01,Cayman Islands,10633.0,41139.0,7815.0,723.0,348.0,808.0
2019-01-01,Cayman Islands,10793.0,41666.0,8311.0,733.0,361.0,810.0
2020-01-01,Cayman Islands,10950.0,42166.0,8836.0,743.0,372.0,808.0
2021-01-01,Cayman Islands,11112.0,42649.0,9370.0,752.0,384.0,810.0
2022-01-01,Cayman Islands,11275.0,43102.0,9932.0,761.0,397.0,810.0
1991-01-01,Chile,3953362.0,8490630.0,806602.0,293787.0,75731.0,20433.0
1992-01-01,Chile,4011830.0,8643897.0,833356.0,290438.0,77940.0,20777.0
1993-01-01,Chile,4069808.0,8788156.0,864394.0,288175.0,77094.0,18705.0
1994-01-01,Chile,4126831.0,8925865.0,899448.0,279928.0,80231.0,20692.0
1995-01-01,Chile,4174623.0,9062083.0,935827.0,278729.0,80837.0,12903.0
1996-01-01,Chile,4204385.0,9209257.0,969686.0,273641.0,80161.0,14207.0
1997-01-01,Chile,4210988.0,9379371.0,1000656.0,270637.0,81985.0,14415.0
1998-01-01,Chile,4210585.0,9555258.0,1028239.0,263867.0,83743.0,16264.0
1999-01-01,Chile,4207601.0,9729972.0,1052897.0,248893.0,78814.0,14023.0
2000-01-01,Chile,4196014.0,9900029.0,1078529.0,246116.0,81873.0,8918.0
2001-01-01,Chile,4174809.0,10065492.0,1107432.0,238981.0,81079.0,9171.0
2002-01-01,Chile,4144193.0,10230895.0,1139718.0,234486.0,83672.0,9544.0
2003-01-01,Chile,4096335.0,10402759.0,1176070.0,230352.0,86136.0,9299.0
2004-01-01,Chile,4032039.0,10581228.0,1215412.0,230831.0,86102.0,5743.0
2005-01-01,Chile,3960464.0,10761142.0,1257545.0,231383.0,85639.0,5492.0
2006-01-01,Chile,3891366.0,10936153.0,1302868.0,240569.0,93000.0,5088.0
2007-01-01,Chile,3833213.0,11101281.0,1348550.0,246581.0,90168.0,1578.0
2008-01-01,Chile,3786859.0,11258470.0,1395706.0,245815.0,92233.0,7415.0
2009-01-01,Chile,3745682.0,11409728.0,1446622.0,245042.0,94314.0,7427.0
2010-01-01,Chile,3708676.0,11552553.0,1498958.0,244247.0,96420.0,7451.0
2011-01-01,Chile,3675467.0,11687095.0,1552903.0,243387.0,98544.0,7492.0
2012-01-01,Chile,3644432.0,11814744.0,1608624.0,242631.0,100683.0,7448.0
2013-01-01,Chile,3616548.0,11934245.0,1666403.0,242020.0,102841.0,7385.0
2014-01-01,Chile,3592843.0,12044470.0,1726447.0,241290.0,105026.0,7458.0
2015-01-01,Chile,3579069.0,12139410.0,1789003.0,241041.0,107255.0,7239.0
2016-01-01,Chile,3573369.0,12220752.0,1854386.0,240321.0,109539.0,7502.0
2017-01-01,Chile,3571958.0,12292088.0,1922745.0,239473.0,111881.0,7595.0
2018-01-01,Chile,3575502.0,12352493.0,1993983.0,238603.0,114281.0,7634.0
2019-01-01,Chile,3582529.0,12402827.0,2068578.0,237522.0,116740.0,7770.0
2020-01-01,Chile,3590416.0,12444154.0,2147916.0,236504.0,118409.0,7344.0
2021-01-01,Chile,3596696.0,12477393.0,2233836.0,235023.0,120152.0,7612.0
2022-01-01,Chile,3596885.0,12506000.0,2327523.0,233204.0,121976.0,7821.0
1991-01-01,Croatia,908711.0,3074289.0,557641.0,46970.0,58159.0,-38770.0
1992-01-01,Croatia,882995.0,3043326.0,564361.0,48535.0,57088.0,-3759.0
1993-01-01,Croatia,865447.0,3038877.0,574046.0,48584.0,54949.0,27269.0
1994-01-01,Croatia,855733.0,3054038.0,589503.0,50182.0,55499.0,-13021.0
1995-01-01,Croatia,834428.0,3043552.0,602956.0,53811.0,53122.0,-36162.0
1996-01-01,Croatia,812554.0,3017036.0,615873.0,55501.0,53240.0,-23188.0
1997-01-01,Croatia,798084.0,2998835.0,627617.0,47068.0,52311.0,-19665.0
1998-01-01,Croatia,781600.0,2979852.0,638176.0,45179.0,51953.0,-5038.0
1999-01-01,Croatia,765807.0,2969849.0,652160.0,43746.0,50246.0,8947.0
2000-01-01,Croatia,753258.0,2968802.0,668203.0,40993.0,49552.0,36839.0
2001-01-01,Croatia,748688.0,2982988.0,686867.0,40094.0,50569.0,34230.0
2002-01-01,Croatia,741766.0,2996545.0,703987.0,39668.0,52575.0,11476.0
2003-01-01,Croatia,727341.0,2999607.0,713919.0,40307.0,49756.0,10017.0
2004-01-01,Croatia,715164.0,3004408.0,721863.0,42492.0,51790.0,9820.0
2005-01-01,Croatia,705405.0,3007256.0,729296.0,41446.0,50378.0,7569.0
2006-01-01,Croatia,695940.0,3009715.0,734939.0,41910.0,52367.0,7216.0
2007-01-01,Croatia,689471.0,3008799.0,739083.0,43753.0,52151.0,5307.0
2008-01-01,Croatia,684770.0,3009167.0,740325.0,44577.0,52414.0,2510.0
2009-01-01,Croatia,680202.0,3011399.0,737334.0,43361.0,52096.0,-2725.0
2010-01-01,Croatia,673924.0,3012826.0,730725.0,41197.0,51019.0,-3977.0
2011-01-01,Croatia,662504.0,3012952.0,728220.0,41771.0,51710.0,-3983.0
2012-01-01,Croatia,648122.0,3001471.0,740161.0,39939.0,50386.0,-4147.0
2013-01-01,Croatia,635504.0,2986541.0,753115.0,39566.0,50839.0,-7139.0
2014-01-01,Croatia,626444.0,2959402.0,770902.0,39144.0,51370.0,-9237.0
2015-01-01,Croatia,618900.0,2924122.0,792263.0,38791.0,51913.0,-8252.0
2016-01-01,Croatia,613403.0,2889016.0,811492.0,38410.0,52402.0,-7252.0
2017-01-01,Croatia,610136.0,2853500.0,829031.0,37961.0,52871.0,-6214.0
2018-01-01,Croatia,607379.0,2813574.0,850590.0,37447.0,53295.0,-5190.0
2019-01-01,Croatia,604257.0,2776412.0,869836.0,36946.0,53646.0,-4220.0
2020-01-01,Croatia,599600.0,2738812.0,891173.0,36549.0,53808.0,-3353.0
2021-01-01,Croatia,594261.0,2703998.0,910714.0,36215.0,53959.0,-2376.0
2022-01-01,Croatia,589139.0,2671158.0,928556.0,35841.0,54114.0,-1341.0
1991-01-01,Cyprus,197320.0,496429.0,72482.0,15473.0,6464.0,13234.0
1992-01-01,Cyprus,202684.0,512752.0,73038.0,14437.0,6035.0,12884.0
1993-01-01,Cyprus,207314.0,528624.0,73822.0,14428.0,6174.0,11195.0
1994-01-01,Cyprus,210372.0,543991.0,74846.0,13893.0,6191.0,10434.0
1995-01-01,Cyprus,212138.0,559285.0,75922.0,13743.0,6222.0,9433.0
1996-01-01,Cyprus,212625.0,574579.0,77095.0,12444.0,6446.0,9556.0
1997-01-01,Cyprus,211922.0,589646.0,78285.0,11862.0,6714.0,8733.0
1998-01-01,Cyprus,210486.0,603851.0,79397.0,11352.0,6365.0,8154.0
1999-01-01,Cyprus,208310.0,617907.0,80658.0,11252.0,6665.0,8218.0
2000-01-01,Cyprus,205910.0,631672.0,82098.0,10858.0,6154.0,8248.0
2001-01-01,Cyprus,203374.0,645464.0,83794.0,10512.0,6513.0,10183.0
2002-01-01,Cyprus,200704.0,660311.0,85799.0,10769.0,6567.0,13637.0
2003-01-01,Cyprus,198323.0,678379.0,87951.0,11049.0,6615.0,18105.0
2004-01-01,Cyprus,196471.0,700307.0,90414.0,10869.0,6841.0,19522.0
2005-01-01,Cyprus,194506.0,723115.0,93121.0,11412.0,6571.0,15449.0
2006-01-01,Cyprus,192018.0,742869.0,96145.0,11711.0,6682.0,12850.0
2007-01-01,Cyprus,188985.0,760344.0,99582.0,11995.0,6798.0,12722.0
2008-01-01,Cyprus,186089.0,777372.0,103369.0,12274.0,6922.0,12594.0
2009-01-01,Cyprus,183955.0,793321.0,107500.0,12537.0,7052.0,12465.0
2010-01-01,Cyprus,182316.0,808484.0,111926.0,12780.0,7190.0,12251.0
2011-01-01,Cyprus,181228.0,822779.0,116560.0,13009.0,7335.0,11942.0
2012-01-01,Cyprus,181027.0,835810.0,121346.0,13221.0,7487.0,11639.0
2013-01-01,Cyprus,181912.0,847378.0,126266.0,13402.0,7643.0,11338.0
2014-01-01,Cyprus,183453.0,857864.0,131336.0,13554.0,7807.0,11041.0
2015-01-01,Cyprus,185406.0,867511.0,136524.0,13671.0,7977.0,10743.0
2016-01-01,Cyprus,187664.0,876384.0,141830.0,13764.0,8152.0,10439.0
2017-01-01,Cyprus,190363.0,884302.0,147264.0,13830.0,8332.0,10133.0
2018-01-01,Cyprus,193174.0,891629.0,152757.0,13846.0,8519.0,9838.0
2019-01-01,Cyprus,195800.0,898628.0,158297.0,13830.0,8711.0,9532.0
2020-01-01,Cyprus,198435.0,904960.0,163981.0,13783.0,8847.0,9194.0
2021-01-01,Cyprus,200899.0,910630.0,169977.0,13694.0,8992.0,8894.0
2022-01-01,Cyprus,202875.0,915832.0,176395.0,13571.0,9144.0,8591.0
1991-01-01,Denmark,874298.0,3477036.0,803018.0,67726.0,60821.0,10136.0
1992-01-01,Denmark,878549.0,3489104.0,803740.0,67369.0,62809.0,12433.0
1993-01-01,Denmark,885690.0,3500361.0,802335.0,69666.0,61099.0,8650.0
1994-01-01,Denmark,894880.0,3510750.0,799973.0,69771.0,63127.0,20365.0
1995-01-01,Denmark,910170.0,3525216.0,797226.0,67638.0,61043.0,22868.0
1996-01-01,Denmark,928061.0,3539664.0,794350.0,67636.0,59898.0,13850.0
1997-01-01,Denmark,944167.0,3547117.0,792379.0,66170.0,58442.0,11376.0
1998-01-01,Denmark,959519.0,3552085.0,791163.0,66232.0,59156.0,10291.0
1999-01-01,Denmark,974012.0,3555502.0,790620.0,67081.0,57986.0,8187.0
2000-01-01,Denmark,987496.0,3558718.0,791202.0,65450.0,58338.0,11743.0
2001-01-01,Denmark,999560.0,3563405.0,793306.0,64075.0,58610.0,11475.0
2002-01-01,Denmark,1008764.0,3567866.0,796581.0,64599.0,57574.0,7012.0
2003-01-01,Denmark,1014652.0,3571069.0,801527.0,64609.0,55806.0,4676.0
2004-01-01,Denmark,1017107.0,3574912.0,808708.0,64282.0,54962.0,5458.0
2005-01-01,Denmark,1016372.0,3581189.0,817944.0,64984.0,55477.0,8183.0
2006-01-01,Denmark,1014364.0,3589787.0,829044.0,64082.0,55604.0,16527.0
2007-01-01,Denmark,1011487.0,3602660.0,844053.0,65038.0,54591.0,22841.0
2008-01-01,Denmark,1008446.0,3618576.0,864466.0,62818.0,54872.0,22273.0
2009-01-01,Denmark,1004069.0,3628251.0,889387.0,63411.0,54368.0,16230.0
2010-01-01,Denmark,997455.0,3630996.0,918529.0,58998.0,52516.0,17001.0
2011-01-01,Denmark,990084.0,3629278.0,951101.0,57916.0,52325.0,16418.0
2012-01-01,Denmark,981463.0,3626650.0,984359.0,55873.0,52471.0,21298.0
2013-01-01,Denmark,972525.0,3630905.0,1013742.0,56870.0,51340.0,24505.0
2014-01-01,Denmark,964995.0,3642595.0,1039617.0,58205.0,52555.0,35375.0
2015-01-01,Denmark,960538.0,3664223.0,1063471.0,61614.0,52824.0,36339.0
2016-01-01,Denmark,959571.0,3688153.0,1085637.0,62494.0,53486.0,31035.0
2017-01-01,Denmark,960885.0,3705904.0,1106615.0,63406.0,54186.0,26751.0
2018-01-01,Denmark,962410.0,3719259.0,1127706.0,64299.0,54920.0,22491.0
2019-01-01,Denmark,963297.0,3729814.0,1148134.0,65116.0,55698.0,18264.0
2020-01-01,Denmark,963865.0,3737291.0,1167771.0,65826.0,56003.0,15937.0
2021-01-01,Denmark,964133.0,3742813.0,1187741.0,66432.0,56373.0,16021.0
2022-01-01,Denmark,964828.0,3748404.0,1207535.0,66906.0,56810.0,16121.0
1991-01-01,Estonia,345783.0,1028551.0,185213.0,18038.0,20126.0,-28744.0
1992-01-01,Estonia,334014.0,1007148.0,187553.0,15253.0,21286.0,-31256.0
1993-01-01,Estonia,320177.0,981460.0,189789.0,14176.0,22212.0,-15855.0
1994-01-01,Estonia,310167.0,965244.0,192124.0,13509.0,20828.0,-13707.0
1995-01-01,Estonia,300623.0,951265.0,194621.0,13242.0,19020.0,-12904.0
1996-01-01,Estonia,290905.0,939223.0,197699.0,12577.0,18572.0,-8481.0
1997-01-01,Estonia,281501.0,930762.0,201088.0,12167.0,19445.0,-5101.0
1998-01-01,Estonia,271748.0,925640.0,203584.0,12425.0,18447.0,-5194.0
1999-01-01,Estonia,261691.0,923206.0,204859.0,13067.0,18403.0,-4749.0
2000-01-01,Estonia,251751.0,921317.0,206603.0,12632.0,18516.0,-4388.0
2001-01-01,Estonia,241653.0,918732.0,209014.0,13001.0,18355.0,-4785.0
2002-01-01,Estonia,231273.0,915586.0,212401.0,13036.0,18025.0,-4788.0
2003-01-01,Estonia,220632.0,912503.0,216348.0,13992.0,17685.0,-5436.0
2004-01-01,Estonia,210851.0,909459.0,220044.0,14350.0,17316.0,-5686.0
2005-01-01,Estonia,202920.0,905708.0,223074.0,14877.0,17316.0,-6319.0
2006-01-01,Estonia,197539.0,898956.0,226449.0,15775.0,17409.0,-5192.0
2007-01-01,Estonia,194929.0,891988.0,229201.0,16028.0,16675.0,-4004.0
2008-01-01,Estonia,194477.0,887848.0,229142.0,15763.0,16081.0,-3740.0
2009-01-01,Estonia,195696.0,883559.0,228154.0,15825.0,15790.0,-4627.0
2010-01-01,Estonia,197436.0,877965.0,227416.0,14679.0,15244.0,-5016.0
2011-01-01,Estonia,199009.0,869859.0,228368.0,14056.0,15450.0,-6974.0
2012-01-01,Estonia,199617.0,857952.0,231299.0,13811.0,15583.0,-7370.0
2013-01-01,Estonia,200392.0,844814.0,234520.0,13571.0,15698.0,-5206.0
2014-01-01,Estonia,201588.0,832574.0,238231.0,13303.0,15793.0,-4648.0
2015-01-01,Estonia,202332.0,821192.0,241731.0,12999.0,15866.0,-4116.0
2016-01-01,Estonia,202818.0,810669.0,244785.0,12657.0,15918.0,-3789.0
2017-01-01,Estonia,203077.0,800138.0,248007.0,12279.0,15959.0,-3652.0
2018-01-01,Estonia,202808.0,790264.0,250818.0,11872.0,15980.0,-3529.0
2019-01-01,Estonia,201646.0,780854.0,253753.0,11448.0,15991.0,-3414.0
2020-01-01,Estonia,199422.0,771678.0,257196.0,11016.0,15929.0,-3341.0
2021-01-01,Estonia,196347.0,763187.0,260508.0,10596.0,15865.0,-3249.0
2022-01-01,Estonia,192184.0,755772.0,263568.0,10199.0,15789.0,-3172.0
1991-01-01,Finland,964907.0,3370006.0,678873.0,66731.0,49844.0,10366.0
1992-01-01,Finland,966827.0,3384321.0,689891.0,64826.0,50988.0,9969.0
1993-01-01,Finland,969340.0,3395052.0,700454.0,65231.0,48000.0,3967.0
1994-01-01,Finland,971226.0,3402250.0,712568.0,63067.0,49280.0,4823.0
1995-01-01,Finland,971615.0,3407498.0,725541.0,60723.0,49167.0,4100.0
1996-01-01,Finland,969553.0,3413697.0,737060.0,59329.0,49108.0,3875.0
1997-01-01,Finland,964076.0,3423376.0,746954.0,57108.0,49262.0,4731.0
1998-01-01,Finland,955118.0,3437102.0,754763.0,57574.0,49345.0,2885.0
1999-01-01,Finland,945733.0,3450311.0,762053.0,56742.0,49339.0,3095.0
2000-01-01,Finland,938157.0,3459295.0,771143.0,56189.0,48550.0,4075.0
2001-01-01,Finland,932632.0,3466410.0,781267.0,55555.0,49418.0,6262.0
2002-01-01,Finland,928173.0,3472499.0,792036.0,56630.0,48996.0,4740.0
2003-01-01,Finland,922425.0,3477873.0,804784.0,57758.0,47600.0,4953.0
2004-01-01,Finland,916224.0,3482992.0,820977.0,57745.0,47928.0,8001.0
2005-01-01,Finland,909673.0,3493555.0,834783.0,58840.0,48065.0,9186.0
2006-01-01,Finland,903033.0,3501339.0,853600.0,58729.0,49077.0,12527.0
2007-01-01,Finland,896902.0,3512650.0,870599.0,59530.0,49094.0,14129.0
2008-01-01,Finland,891885.0,3530461.0,882370.0,60430.0,49883.0,14947.0
2009-01-01,Finland,888849.0,3541205.0,900156.0,60980.0,50887.0,14366.0
2010-01-01,Finland,887165.0,3542587.0,924917.0,59961.0,50585.0,15634.0
2011-01-01,Finland,887605.0,3532750.0,959324.0,59493.0,51707.0,17922.0
2012-01-01,Finland,889585.0,3517810.0,997992.0,58134.0,51472.0,18302.0
2013-01-01,Finland,892527.0,3501329.0,1036495.0,58456.0,52444.0,18102.0
2014-01-01,Finland,895670.0,3485397.0,1073398.0,58704.0,53376.0,17578.0
2015-01-01,Finland,898895.0,3471542.0,1106934.0,58852.0,54269.0,17068.0
2016-01-01,Finland,902655.0,3459744.0,1136623.0,58922.0,55116.0,16544.0
2017-01-01,Finland,906758.0,3447838.0,1164776.0,58947.0,55925.0,16006.0
2018-01-01,Finland,910381.0,3436298.0,1191721.0,58918.0,56726.0,15489.0
2019-01-01,Finland,912617.0,3426837.0,1216627.0,58815.0,57526.0,14985.0
2020-01-01,Finland,913956.0,3417762.0,1240637.0,58628.0,57727.0,14186.0
2021-01-01,Finland,914343.0,3409129.0,1263970.0,58359.0,57954.0,13700.0
2022-01-01,Finland,913773.0,3401677.0,1286097.0,58016.0,58196.0,13204.0
1991-01-01,France,11901615.0,38513171.0,8226329.0,780949.0,530449.0,99849.0
1992-01-01,France,11932448.0,38662914.0,8396102.0,749313.0,541408.0,106702.0
1993-01-01,France,11930732.0,38812282.0,8563057.0,749422.0,529228.0,59257.0
1994-01-01,France,11903600.0,38950832.0,8731090.0,768679.0,541004.0,46664.0
1995-01-01,France,11851700.0,39100583.0,8907578.0,773976.0,545289.0,42401.0
1996-01-01,France,11789491.0,39262714.0,9078744.0,766832.0,539956.0,42881.0
1997-01-01,France,11731962.0,39427413.0,9241331.0,778383.0,543765.0,42179.0
1998-01-01,France,11707366.0,39578312.0,9391825.0,785263.0,551482.0,56473.0
1999-01-01,France,11712922.0,39726703.0,9528132.0,815365.0,548304.0,51910.0
2000-01-01,France,11727542.0,39902402.0,9656784.0,811560.0,541201.0,79402.0
2001-01-01,France,11748149.0,40107769.0,9780571.0,802238.0,545399.0,100314.0
2002-01-01,France,11765472.0,40326552.0,9901618.0,802133.0,560367.0,106229.0
2003-01-01,France,11782380.0,40549495.0,10009762.0,808448.0,519938.0,77958.0
2004-01-01,France,11807507.0,40767611.0,10132987.0,814958.0,538170.0,104696.0
2005-01-01,France,11836115.0,41000051.0,10253423.0,837497.0,527186.0,87089.0
2006-01-01,France,11874422.0,41270613.0,10341954.0,826616.0,531919.0,101538.0
2007-01-01,France,11924107.0,41515066.0,10444051.0,836263.0,543170.0,74526.0
2008-01-01,France,11991871.0,41679999.0,10578973.0,833282.0,549283.0,75896.0
2009-01-01,France,12078065.0,41802912.0,10729761.0,841781.0,546296.0,65609.0
2010-01-01,France,12156556.0,41926547.0,10888729.0,832340.0,546230.0,55154.0
2011-01-01,France,12217241.0,41962066.0,11133789.0,829451.0,570804.0,62451.0
2012-01-01,France,12272832.0,41887390.0,11473972.0,820623.0,570130.0,88157.0
2013-01-01,France,12327799.0,41812752.0,11832293.0,820029.0,558878.0,59137.0
2014-01-01,France,12364145.0,41733523.0,12195464.0,799160.0,593799.0,62742.0
2015-01-01,France,12365692.0,41650107.0,12545436.0,783517.0,593265.0,58304.0
2016-01-01,France,12339765.0,41601623.0,12868403.0,769146.0,605973.0,121515.0
2017-01-01,France,12317860.0,41596179.0,13180440.0,758710.0,609101.0,125961.0
2018-01-01,France,12289482.0,41595326.0,13485241.0,753051.0,612145.0,89698.0
2019-01-01,France,12243026.0,41578773.0,13778854.0,750743.0,667532.0,107973.0
2020-01-01,France,12184982.0,41555519.0,14051336.0,748807.0,671286.0,75754.0
2021-01-01,France,12109136.0,41538137.0,14297839.0,746842.0,674638.0,75568.0
2022-01-01,France,12025716.0,41524416.0,14542752.0,745583.0,677852.0,75144.0
1991-01-01,French Polynesia,72764.0,123653.0,6843.0,5296.0,1055.0,-676.0
1992-01-01,French Polynesia,73416.0,126303.0,7106.0,5280.0,1053.0,-734.0
1993-01-01,French Polynesia,73993.0,128943.0,7382.0,5055.0,1075.0,-618.0
1994-01-01,French Polynesia,74418.0,131598.0,7664.0,4869.0,1038.0,-666.0
1995-01-01,French Polynesia,74610.0,134264.0,7971.0,4683.0,1001.0,-667.0
1996-01-01,French Polynesia,74576.0,136983.0,8301.0,4707.0,1002.0,-171.0
1997-01-01,French Polynesia,74697.0,140000.0,8697.0,4568.0,1002.0,490.0
1998-01-01,French Polynesia,74950.0,143354.0,9146.0,4835.0,1003.0,288.0
1999-01-01,French Polynesia,75020.0,146925.0,9625.0,4932.0,1013.0,377.0
2000-01-01,French Polynesia,75064.0,150665.0,10137.0,4869.0,1170.0,531.0
2001-01-01,French Polynesia,74984.0,154459.0,10653.0,4758.0,1124.0,454.0
2002-01-01,French Polynesia,74782.0,158222.0,11180.0,4497.0,1122.0,194.0
2003-01-01,French Polynesia,74055.0,161930.0,11768.0,4427.0,1131.0,-252.0
2004-01-01,French Polynesia,72945.0,165436.0,12416.0,4461.0,1239.0,-255.0
2005-01-01,French Polynesia,71851.0,168836.0,13077.0,4591.0,1152.0,-400.0
2006-01-01,French Polynesia,70871.0,172155.0,13777.0,4431.0,1215.0,-181.0
2007-01-01,French Polynesia,70002.0,175308.0,14528.0,4626.0,1178.0,-405.0
2008-01-01,French Polynesia,69189.0,178385.0,15307.0,4398.0,1208.0,-152.0
2009-01-01,French Polynesia,68476.0,181311.0,16132.0,4376.0,1238.0,-249.0
2010-01-01,French Polynesia,67833.0,184005.0,16970.0,4360.0,1270.0,-245.0
2011-01-01,French Polynesia,67354.0,186464.0,17835.0,4338.0,1303.0,-234.0
2012-01-01,French Polynesia,66941.0,188815.0,18698.0,4316.0,1337.0,-226.0
2013-01-01,French Polynesia,66578.0,191052.0,19577.0,4291.0,1372.0,-217.0
2014-01-01,French Polynesia,66153.0,193258.0,20498.0,4260.0,1408.0,-207.0
2015-01-01,French Polynesia,65542.0,195571.0,21441.0,4240.0,1446.0,-205.0
2016-01-01,French Polynesia,64916.0,197769.0,22458.0,4214.0,1484.0,-195.0
2017-01-01,French Polynesia,64369.0,199746.0,23563.0,4183.0,1523.0,-185.0
2018-01-01,French Polynesia,63989.0,201397.0,24767.0,4143.0,1563.0,-173.0
2019-01-01,French Polynesia,63733.0,202756.0,26071.0,4100.0,1604.0,-165.0
2020-01-01,French Polynesia,63450.0,203982.0,27459.0,4069.0,1638.0,-168.0
2021-01-01,French Polynesia,63055.0,205196.0,28903.0,4033.0,1673.0,-158.0
2022-01-01,French Polynesia,62648.0,206308.0,30400.0,3987.0,1710.0,-145.0
1991-01-01,Germany,13012942.0,55002566.0,11968736.0,809114.0,885443.0,689849.0
1992-01-01,Germany,13162482.0,55336622.0,12098660.0,798447.0,897270.0,633331.0
1993-01-01,Germany,13261392.0,55608770.0,12262110.0,769603.0,884661.0,396950.0
1994-01-01,Germany,13283237.0,55688965.0,12441962.0,765221.0,884588.0,358905.0
1995-01-01,Germany,13245024.0,55783606.0,12625072.0,796013.0,882843.0,323795.0
1996-01-01,Germany,13187733.0,55919473.0,12783461.0,812173.0,860389.0,168622.0
1997-01-01,Germany,13115614.0,55994254.0,12901205.0,785034.0,852382.0,79947.0
1998-01-01,Germany,13014059.0,56000444.0,13009169.0,770744.0,852283.0,132645.0
1999-01-01,Germany,12917899.0,55953791.0,13203088.0,766999.0,838797.0,180690.0
2000-01-01,Germany,12817180.0,55851480.0,13515010.0,734475.0,828541.0,231056.0
2001-01-01,Germany,12678562.0,55772119.0,13869979.0,719250.0,841686.0,260191.0
2002-01-01,Germany,12498798.0,55722155.0,14237462.0,706721.0,853946.0,193362.0
2003-01-01,Germany,12272999.0,55602186.0,14629367.0,705622.0,818271.0,95306.0
2004-01-01,Germany,12029078.0,55372208.0,15085923.0,685795.0,830227.0,96640.0
2005-01-01,Germany,11772931.0,55083112.0,15583374.0,672724.0,851337.0,85560.0
2006-01-01,Germany,11537581.0,54770231.0,16038552.0,684862.0,827155.0,32789.0
2007-01-01,Germany,11359576.0,54521089.0,16356195.0,682514.0,871373.0,17368.0
2008-01-01,Germany,11206780.0,54296295.0,16562294.0,665126.0,854478.0,-21233.0
2009-01-01,Germany,11072303.0,54025647.0,16756834.0,677947.0,859910.0,78498.0
2010-01-01,Germany,10975896.0,53937177.0,16838246.0,662685.0,856799.0,202064.0
2011-01-01,Germany,10896530.0,54014896.0,16847843.0,673544.0,864680.0,294787.0
2012-01-01,Germany,10815899.0,54099842.0,16947179.0,682069.0,888580.0,400468.0
2013-01-01,Germany,10770027.0,54174535.0,17112315.0,714927.0,864962.0,468792.0
2014-01-01,Germany,10784284.0,54251350.0,17340000.0,737575.0,918236.0,911971.0
2015-01-01,Germany,10926458.0,54561761.0,17618725.0,792141.0,908044.0,831988.0
2016-01-01,Germany,11096951.0,54836539.0,17889539.0,784901.0,920308.0,436002.0
2017-01-01,Germany,11202237.0,54772483.0,18148904.0,787523.0,943158.0,365055.0
2018-01-01,Germany,11296201.0,54638702.0,18398141.0,778090.0,978136.0,353952.0
2019-01-01,Germany,11382188.0,54472173.0,18632589.0,776166.0,1013552.0,248681.0
2020-01-01,Germany,11443940.0,54199599.0,18854706.0,771655.0,1012374.0,151667.0
2021-01-01,Germany,11497501.0,53831484.0,19080208.0,766004.0,1010428.0,151853.0
2022-01-01,Germany,11544518.0,53439114.0,19332990.0,759494.0,1007945.0,152013.0
1991-01-01,Gibraltar,7307.0,17592.0,3202.0,569.0,205.0,-376.0
1992-01-01,Gibraltar,7359.0,17521.0,3209.0,518.0,275.0,-1115.0
1993-01-01,Gibraltar,7311.0,16813.0,3093.0,509.0,261.0,-689.0
1994-01-01,Gibraltar,7288.0,16476.0,3012.0,434.0,205.0,-241.0
1995-01-01,Gibraltar,7279.0,16461.0,3024.0,446.0,221.0,-214.0
1996-01-01,Gibraltar,7254.0,16489.0,3032.0,428.0,263.0,-195.0
1997-01-01,Gibraltar,7191.0,16528.0,3026.0,411.0,267.0,-138.0
